id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1370976736733716480,1370976736733716480,"2021-03-14 06:55:00 Paris, Madrid",2021-03-14,06:55:00,+0100,53003701,sillymickel,Mickel Adzema,,"“These wounded deer &amp; centaurs might … even redeem &amp; fulfill themselves, in ways they would never expect or ask for.”   https://t.co/P27iJs933n #psychology #birth #perinatal #activism #FBR #eco #resist #prenatal #heroism #sacrifice #primal #tao #Earth #psych #devo #climate #Gaia",en,[],['https://mladzema.wordpress.com/2019/08/02/wdc/'],[],0,0,0,"['psychology', 'birth', 'perinatal', 'activism', 'fbr', 'eco', 'resist', 'prenatal', 'heroism', 'sacrifice', 'primal', 'tao', 'earth', 'psych', 'devo', 'climate', 'gaia']",[],https://twitter.com/sillymickel/status/1370976736733716480,False,,0,,,,,,,,[],,,,
1370961292262006789,1370961292262006789,"2021-03-14 05:53:37 Paris, Madrid",2021-03-14,05:53:37,+0100,3077195963,15minutefun,15 Minute Fun,,Incredible Footage of a Black Rhino Giving Birth  https://t.co/aJbuG9t0zZ #Animals #Rhino #Birth,en,[],['https://www.15minutefun.com/post/15144/incredible-footage-of-a-black-rhino-giving-birth/'],[],0,0,0,"['animals', 'rhino', 'birth']",[],https://twitter.com/15MinuteFun/status/1370961292262006789,False,,0,,,,,,,,[],,,,
1370953993636220928,1370953993636220928,"2021-03-14 05:24:37 Paris, Madrid",2021-03-14,05:24:37,+0100,1205911742724943872,ansleyspeegle,AnsleySpeegle,,champs!!! #gotitans #birth @16uTitansFPCain  https://t.co/0UQClwdVll,fr,"[{'screen_name': '16utitansfpcain', 'name': '16u titans fastpitch - cain', 'id': '1283459389085700096'}]",[],['https://pbs.twimg.com/media/EwabY9rXEAUYTAw.jpg'],0,0,8,"['gotitans', 'birth']",[],https://twitter.com/AnsleySpeegle/status/1370953993636220928,False,,1,https://pbs.twimg.com/media/EwabY9rXEAUYTAw.jpg,,,,,,,[],,,,
1370943769609080832,1370943769609080832,"2021-03-14 04:44:00 Paris, Madrid",2021-03-14,04:44:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 22/64  *Choosing Lesser Evils*…Quite simply, generations after the WWII Gen had better ability to refrain from the more blatantly evil act outs—wholesale murders &amp; world wars, pogroms &amp; genocide, inquisitions &amp; witch-burnings, racism &amp; slavery   https://t.co/P27iJsqDUV #birth",en,[],['https://mladzema.wordpress.com/2019/08/02/wdc/'],[],0,0,1,['birth'],[],https://twitter.com/sillymickel/status/1370943769609080832,False,,0,,,,,,,,[],,,,
1370938506462265349,1370938506462265349,"2021-03-14 04:23:05 Paris, Madrid",2021-03-14,04:23:05,+0100,337615920,mummyfever,Mummy Fever,,The truth about back-to-back birth  https://t.co/CfTNCTgyWz #birthstory #birth #backtoback  https://t.co/Q2jvKktYAW,en,[],['http://dld.bz/jqC3x'],['https://pbs.twimg.com/media/EwaNToiWUAEQt4A.jpg'],0,0,0,"['birthstory', 'birth', 'backtoback']",[],https://twitter.com/MummyFever/status/1370938506462265349,False,,1,https://pbs.twimg.com/media/EwaNToiWUAEQt4A.jpg,,,,,,,[],,,,
1370929804917215237,1370929804917215237,"2021-03-14 03:48:30 Paris, Madrid",2021-03-14,03:48:30,+0100,3387790330,sgardner892,Sara Gardner,"{'type': 'Point', 'coordinates': [42.7579, -71.464]}","I was born with hydrocephalus and I was two weeks overdue, so yes BIG baby.  #vintage #birth #DOB #603 @ Nashua, New Hampshire  https://t.co/xK4ggsisXV",en,[],['https://www.instagram.com/p/CMYgjj8gKHdrJue74cjwDgjczMYgu3I6a_IQcU0/?igshid=1n6wl8bk2v3de'],[],0,0,0,"['vintage', 'birth', 'dob']",[],https://twitter.com/sgardner892/status/1370929804917215237,False,,0,,,,,,,,[],,,,
1370928670139817989,1370928670139817989,"2021-03-14 03:44:00 Paris, Madrid",2021-03-14,03:44:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 11/35 In the later stages of our womb lives, we are increasingly compressed w flesh all around. It is a time of ever more compression, constriction, restriction of movement, suppression of freedom, &amp; suffering, which seems unending.   https://t.co/P27iJsqDUV #psychology #birth",en,[],['https://mladzema.wordpress.com/2019/08/02/wdc/'],[],0,0,1,"['psychology', 'birth']",[],https://twitter.com/sillymickel/status/1370928670139817989,False,,0,,,,,,,,[],,,,
1370913570456793089,1370913570456793089,"2021-03-14 02:44:00 Paris, Madrid",2021-03-14,02:44:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 22/13  *Wounded Deer*  In this latter instance, there is more suffering from it &amp; more individual acting out, so that in a sense one appears “sicker”—the perinatal is more obvious in one’s behavior, taking more individual forms,   https://t.co/s2rWb5fWow  #psychology #birth",en,[],['https://sillymickel.blogspot.com/2019/08/global-healing-crisis-necessary-hero.html'],[],0,0,1,"['psychology', 'birth']",[],https://twitter.com/sillymickel/status/1370913570456793089,False,,0,,,,,,,,[],,,,
1370910802375548939,1370910802375548939,"2021-03-14 02:33:00 Paris, Madrid",2021-03-14,02:33:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 22/63 At any rate, the extreme acting-out &amp; total dissociation from the perinatal exhibited by the WWII Gen was followed, in the generations coming after, by less relative dissociation &amp; less horrific forms of acting it out   https://t.co/s2rWb5fWow  #psychology #birth #primal",en,[],['https://sillymickel.blogspot.com/2019/08/global-healing-crisis-necessary-hero.html'],[],0,0,1,"['psychology', 'birth', 'primal']",[],https://twitter.com/sillymickel/status/1370910802375548939,False,,0,,,,,,,,[],,,,
1370880603416109061,1370880603416109061,"2021-03-14 00:33:00 Paris, Madrid",2021-03-14,00:33:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 22/47  humans are characterized as being between 2 states, being the only ape to take to the water so much as to become partly aquatic—placing our species between water &amp; land, halfway between a dolphin &amp; a chimpanzee.   https://t.co/s2rWb5fWow  #psychology #birth #perinatal",en,[],['https://sillymickel.blogspot.com/2019/08/global-healing-crisis-necessary-hero.html'],[],0,0,2,"['psychology', 'birth', 'perinatal']",[],https://twitter.com/sillymickel/status/1370880603416109061,False,,0,,,,,,,,[],,,,
1370873547409608704,1370873547409608704,"2021-03-14 00:04:57 Paris, Madrid",2021-03-14,00:04:57,+0100,955571309911597056,gfl0y,ハルナンデス🌸花を見て、元気になる🌸,,こんにち花🌸 3/14の誕生花は、モモ🌸 花言葉は、あなたのとりこ🌸  誕生日の方へお祝いしてください❤️👩❤️  かわいいものやケーキを見るととりこになります👩 ケーキを食べたい🌸👩🌸  #こんにち花 #花 #かわいい #flower #birth  https://t.co/beOHB2UM1U,ja,[],[],['https://pbs.twimg.com/media/EwZSOWRVoAAU3kq.jpg'],5,17,156,"['こんにち花', '花', 'かわいい', 'flower', 'birth']",[],https://twitter.com/gfl0y/status/1370873547409608704,False,,1,https://pbs.twimg.com/media/EwZSOWRVoAAU3kq.jpg,,,,,,,[],,,,
1370852173861548035,1370852173861548035,"2021-03-13 22:40:02 Paris, Madrid",2021-03-13,22:40:02,+0100,30725767,uptyscichick,Kathy KendallTackett,,Years of research and testimony on the maternal health disparities in the US in one book. Battling Over Birth is available on Amazon.  https://t.co/Q2Hyuju4xb  #equity #childbirth #birth,en,[],['http://ow.ly/PanQ30rA0GX'],[],0,0,0,"['equity', 'childbirth', 'birth']",[],https://twitter.com/UptySciChick/status/1370852173861548035,False,,0,,,,,,,,[],,,,
1370850404628586497,1370850404628586497,"2021-03-13 22:33:00 Paris, Madrid",2021-03-13,22:33:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 14/68  *On Defiance, Alienation from Nature, “Civilization,” Apocalypse, Marxism, OWS, &amp; Ayn Rand*  But remember that hubris &amp; over-reaching was actually the earliest understanding of the Promethean act   https://t.co/YVxhFUlmkD #psychology #birth #perinatal #activism #ecocide",en,[],['https://sillymickel.blogspot.com/2019/08/1st-half-wdc-parts-one-to-three_86.html'],[],0,0,1,"['psychology', 'birth', 'perinatal', 'activism', 'ecocide']",[],https://twitter.com/sillymickel/status/1370850404628586497,False,,0,,,,,,,,[],,,,
1370827035963129856,1370827035963129856,"2021-03-13 21:00:08 Paris, Madrid",2021-03-13,21:00:08,+0100,19473888,arashmania,Arash Farzaneh,,"#IanNathan from @empiremagazine is perfectly right that #JonathanGlazer's #Birth with #NicoleKidman feels like #StanleyKubrick adapting #Ghost, but the movie critic should have been more generous in his review by adding (at least) an extra star to this great movie! #MovieReview  https://t.co/scZH0S3rCx",en,"[{'screen_name': 'empiremagazine', 'name': 'empire magazine', 'id': '3646911'}]",[],['https://pbs.twimg.com/media/EwYnx9zU8AAPgRX.jpg'],0,0,0,"['iannathan', 'jonathanglazer', 'birth', 'nicolekidman', 'stanleykubrick', 'ghost', 'moviereview']",[],https://twitter.com/Arashmania/status/1370827035963129856,False,,1,https://pbs.twimg.com/media/EwYnx9zU8AAPgRX.jpg,,,,,,,[],,,,
1370824509754802179,1370824509754802179,"2021-03-13 20:50:06 Paris, Madrid",2021-03-13,20:50:06,+0100,1266827769498877952,surkuss,SURKUSS,,#Birth #NPD #PEDOPHILE #Narcissist #Mother ignored the abuse happening to all 3 of her kids and allowed it to continue for years even after police reports and arrests. It stopped when her dad asserted himself.,en,[],[],[],1,0,1,"['birth', 'npd', 'pedophile', 'narcissist', 'mother']",[],https://twitter.com/surkuss/status/1370824509754802179,False,https://twitter.com/grow_your_wings/status/1370110432250368003,0,,,,,,,,[],,,,
1370815705520730113,1370815705520730113,"2021-03-13 20:15:07 Paris, Madrid",2021-03-13,20:15:07,+0100,2839524145,goldmidwifery,GOLD Midwifery,,"Join us at #GOLDMidwifery2021 for this Breastfeeding and Medically Complex Infants lecture pack presentation ""Yes You Can! Breastfeeding A Baby With Down Syndrome"" with Heather Miller, RN (Disability), Cert IV in Breastfeeding Education (Community):  https://t.co/WOoMYY9h1O #birth  https://t.co/622YFupFVS",en,[],['https://www.goldmidwifery.com/conference/breastfeeding-complex-infants-add-on'],['https://pbs.twimg.com/media/EwYdno9WUAI4_cQ.jpg'],0,0,0,"['goldmidwifery2021', 'birth']",[],https://twitter.com/GOLDMidwifery/status/1370815705520730113,False,,1,https://pbs.twimg.com/media/EwYdno9WUAI4_cQ.jpg,,,,,,,[],,,,
1370810642387460098,1370810642387460098,"2021-03-13 19:55:00 Paris, Madrid",2021-03-13,19:55:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 8/120  in *Planetmates* I detail how we lived initially in a state of Nature; but then, as a result of an “aquatic ape” phenomenon, we became bipedal while foraging in water, which eventually &amp; gradually led to being bipedal on land   https://t.co/YVxhFUCXcb #psychology #birth",en,[],['https://sillymickel.blogspot.com/2019/08/1st-half-wdc-parts-one-to-three_86.html'],[],0,0,1,"['psychology', 'birth']",[],https://twitter.com/sillymickel/status/1370810642387460098,False,,0,,,,,,,,[],,,,
1370799317150269442,1370799317150269442,"2021-03-13 19:10:00 Paris, Madrid",2021-03-13,19:10:00,+0100,2737726360,mcarr2k,Michelle Carr ·o. △̶,,Time will change everything about this hell  #Birth #30SecondsToMars #LLFD #OneYearInSelfIsolation    https://t.co/RRHi1hlHPS  https://t.co/AFeSGHcH3z,en,[],['https://youtu.be/LJ8uspgf7vs'],['https://pbs.twimg.com/media/EwYOtp4XEAEi1x2.jpg'],0,1,7,"['birth', '30secondstomars', 'llfd', 'oneyearinselfisolation']",[],https://twitter.com/mcarr2k/status/1370799317150269442,False,,1,https://pbs.twimg.com/media/EwYOtp4XEAEi1x2.jpg,,,,,,,[],,,,
1370796896961265667,1370796896961265667,"2021-03-13 19:00:23 Paris, Madrid",2021-03-13,19:00:23,+0100,1118882377634332674,thetisdahl,The Colette Louise Tisdahl Foundation,,Love this honest and open look at #childbirth  YOUR TURN: What did you believe your birth would look like and what did it end up looking like? Share below!   #colettelouisetisdahl #cltfoundation #pregnancy #birth #pregnant #baby #motherhood #birthsupport #birthplan,en,[],[],[],0,0,0,"['childbirth', 'colettelouisetisdahl', 'cltfoundation', 'pregnancy', 'birth', 'pregnant', 'baby', 'motherhood', 'birthsupport', 'birthplan']",[],https://twitter.com/TheTisdahl/status/1370796896961265667,False,,0,,,,,,,,[],,,,
1370795494490931203,1370795494490931203,"2021-03-13 18:54:48 Paris, Madrid",2021-03-13,18:54:48,+0100,1189236150155862016,getpregnantabc,How to get pregnant,,#Giving #Birth is like taking your lower lip and forcing it over your head.,en,[],[],[],0,0,1,"['giving', 'birth']",[],https://twitter.com/GetPregnantABC/status/1370795494490931203,False,,0,,,,,,,,[],,,,
1370794296996077568,1370794296996077568,"2021-03-13 18:50:03 Paris, Madrid",2021-03-13,18:50:03,+0100,1208415172986982401,foryoumovies,Movie Lover,,#Birth by #JonathanGlazer #NicoleKidman  https://t.co/aP0htjNxmQ,und,[],[],['https://pbs.twimg.com/media/EwYKBgPUcAYJ9gX.jpg'],0,0,2,"['birth', 'jonathanglazer', 'nicolekidman']",[],https://twitter.com/foryoumovies/status/1370794296996077568,False,,1,https://pbs.twimg.com/media/EwYKBgPUcAYJ9gX.jpg,,,,,,,[],,,,
1370793363482370048,1370793363482370048,"2021-03-13 18:46:20 Paris, Madrid",2021-03-13,18:46:20,+0100,19473888,arashmania,Arash Farzaneh,,"#Birth by #JonathanGlazer is not as controversial nor as creepy as many claim it to be but due to the subject matter, it is still a rather uncomfortable &amp; disconcerting experience! Not #Haneke or #LarsvonTrier unsettling but more like an odd artful character study! #MovieReview  https://t.co/TetvjWBOzr",en,[],[],['https://pbs.twimg.com/media/EwYJH_TUUAIFLYc.jpg'],0,0,0,"['birth', 'jonathanglazer', 'haneke', 'larsvontrier', 'moviereview']",[],https://twitter.com/Arashmania/status/1370793363482370048,False,,1,https://pbs.twimg.com/media/EwYJH_TUUAIFLYc.jpg,,,,,,,[],,,,
1370791299352236035,1370791299352236035,"2021-03-13 18:38:08 Paris, Madrid",2021-03-13,18:38:08,+0100,124321631,silentfactor,Silent Factor,,"Da-a-Luz Oasis, Europe’s post modern #midwifery school.  https://t.co/KqviKrHZIr  #midwife #birth #doula #training #baby #childbirth #education #WomenSupportingWomen",en,[],['https://daaluzoasis.com/'],[],0,0,0,"['midwifery', 'midwife', 'birth', 'doula', 'training', 'baby', 'childbirth', 'education', 'womensupportingwomen']",[],https://twitter.com/silentfactor/status/1370791299352236035,False,,0,,,,,,,,[],,,,
1370765356436979721,1370765356436979721,"2021-03-13 16:55:03 Paris, Madrid",2021-03-13,16:55:03,+0100,3257506397,stickerkidusa,StickerKid,,"Give the perfect gift!  a #GiftCard from StickerKid Sends in seconds via Email, select any amount Get it here➡️ https://t.co/zHSoYRCi7Z . . #PerfectGift #Birth #Birthdate #FirstComunion #Elementary #KidsGifts #school #usefulgifts  https://t.co/pc99SQ0OiX",en,[],['http://ow.ly/eJVI50DWDZP'],['https://pbs.twimg.com/media/EwXv08DW8AQ0cOv.jpg'],0,0,0,"['giftcard', 'perfectgift', 'birth', 'birthdate', 'firstcomunion', 'elementary', 'kidsgifts', 'school', 'usefulgifts']",[],https://twitter.com/StickerKidUSA/status/1370765356436979721,False,,1,https://pbs.twimg.com/media/EwXv08DW8AQ0cOv.jpg,,,,,,,[],,,,
1370758955820011523,1370758955820011523,"2021-03-13 16:29:37 Paris, Madrid",2021-03-13,16:29:37,+0100,3390749657,112newsfeed,112 News,,#Covid-19 #pandemic leads to the #birth of 1.4 million unplanned children  https://t.co/78LQBgC8Vk,en,[],['https://112.international/society/covid-19-pandemic-leads-to-the-birth-of-14-million-unplanned-children-59721.html'],[],0,1,0,"['covid', 'pandemic', 'birth']",[],https://twitter.com/112NewsFeed/status/1370758955820011523,False,,0,,,,,,,,[],,,,
1370755314899910658,1370755314899910658,"2021-03-13 16:15:09 Paris, Madrid",2021-03-13,16:15:09,+0100,47207760,babymed,babyMed.com,,"Despite the clear connection between pre-pregnancy &amp; #pregnancy diet and reduced #birth defect risk, women are still encouraged to take #prenatalvitamins and eat folic acid-rich foods throughout pregnancy.  🥗🥦  https://t.co/D1reedyWD1    #pregnancyhealth #diet #nutrition",en,[],['http://ow.ly/VsCs50DQG8v'],[],0,0,0,"['pregnancy', 'birth', 'prenatalvitamins', 'pregnancyhealth', 'diet', 'nutrition']",[],https://twitter.com/babyMed/status/1370755314899910658,False,,0,,,,,,,,[],,,,
1370751522083106818,1370751522083106818,"2021-03-13 16:00:04 Paris, Madrid",2021-03-13,16:00:04,+0100,1035274714401386498,centergove,Gove County Medical Center,,Maybe you are new to our page and haven't seen our new Obstetrics Suites completely remodeled less than a year ago.  Dr. Ann Rempel and Dr. Shelly Gruenbacher walk you through the new rooms. #obstetrics  #birth  #newmother  https://t.co/yegRPuLzPV,en,[],['http://mvnt.us/m1198505'],[],0,0,0,"['obstetrics', 'birth', 'newmother']",[],https://twitter.com/CenterGove/status/1370751522083106818,False,,0,,,,,,,,[],,,,
1370742055270514694,1370742055270514694,"2021-03-13 15:22:27 Paris, Madrid",2021-03-13,15:22:27,+0100,1179385616632569856,mingana5,yournextdoorRealtor,,"But y’all didn’t tell me the experience of giving birth is close to dying, thanks alot’ I had to figure it out on my own. 😭😭 #birth",en,[],[],[],2,0,0,['birth'],[],https://twitter.com/mingana5/status/1370742055270514694,False,,0,,,,,,,,[],,,,
1370735749792940033,1370735749792940033,"2021-03-13 14:57:24 Paris, Madrid",2021-03-13,14:57:24,+0100,899974666164600832,skygodz_anime,SKYGODZ,,Are YOU born from the Stars?  👽👽👽🛸🛸🛸 #aliens #extraterrestrials #ufos #birth #mystery #design #anncientaliens #paranormal #supernatural #anime #comicbooks #sciencefiction #scifi #mars #abduction #watchers #starseed  https://t.co/kxTFNjYvOd,en,[],[],['https://pbs.twimg.com/media/EwXU5mvW8AM8w5h.jpg'],1,3,9,"['aliens', 'extraterrestrials', 'ufos', 'birth', 'mystery', 'design', 'anncientaliens', 'paranormal', 'supernatural', 'anime', 'comicbooks', 'sciencefiction', 'scifi', 'mars', 'abduction', 'watchers', 'starseed']",[],https://twitter.com/SKYGODZ_ANIME/status/1370735749792940033,False,,1,https://pbs.twimg.com/media/EwXU5mvW8AM8w5h.jpg,,,,,,,[],,,,
1370730072513130497,1370730072513130497,"2021-03-13 14:34:50 Paris, Madrid",2021-03-13,14:34:50,+0100,752324335176601600,roseareyes1,Rosalie Reyes,,Hoping to connect with other birthworkers here! #birth #doula #QTPOC,en,[],[],[],1,0,3,"['birth', 'doula', 'qtpoc']",[],https://twitter.com/roseareyes1/status/1370730072513130497,False,,0,,,,,,,,[],,,,
1370721247001255939,1370721247001255939,"2021-03-13 13:59:46 Paris, Madrid",2021-03-13,13:59:46,+0100,880899320479752192,unlikelihoodbot,Unlikelihood Scale,,Giving birth to quadruplets naturally is more Inconceivable than Dying of heart disease or cancer #birth #death #stats,en,[],[],[],0,0,0,"['birth', 'death', 'stats']",[],https://twitter.com/UnlikelihoodBot/status/1370721247001255939,False,,0,,,,,,,,[],,,,
1370716650962448386,1370716650962448386,"2021-03-13 13:41:30 Paris, Madrid",2021-03-13,13:41:30,+0100,1370055695987445760,sulavsh63174669,Sulav Shrestha,, https://t.co/oevi012xE8 #Covid_19 #pandemic #MothersDay2021 #mother #Fights #coronavirus #hospital #life #child #birth  https://t.co/7yPphUGgyw,und,[],['https://www.behance.net/gallery/108593347/A-warrior-mother-Fight-for-her-Life'],"['https://pbs.twimg.com/media/EwXDO_jVoAEdxEX.jpg', 'https://pbs.twimg.com/media/EwXDO_qVEAIBMHA.jpg']",0,0,0,"['covid_19', 'pandemic', 'mothersday2021', 'mother', 'fights', 'coronavirus', 'hospital', 'life', 'child', 'birth']",[],https://twitter.com/SulavSh63174669/status/1370716650962448386,False,,1,https://pbs.twimg.com/media/EwXDO_jVoAEdxEX.jpg,,,,,,,[],,,,
1370709141388410880,1370709141388410880,"2021-03-13 13:11:40 Paris, Madrid",2021-03-13,13:11:40,+0100,786963691,certified2021,Roger Wilson-Crane 💙,,"""I had a duty to support Louise with what she was about to go through; her loss and pain, but I blocked that emotion out too. What kind of man can act like that? A very scared eighteen-year-old, that’s who."" #WIP #WritingCommunity #Certified2021 #birth #regretsfromthe90s #Loss  https://t.co/U9wBcUVZbN",en,[],[],['https://pbs.twimg.com/media/EwW8qJlW8AAmpA4.jpg'],1,1,5,"['wip', 'writingcommunity', 'certified2021', 'birth', 'regretsfromthe90s', 'loss']",[],https://twitter.com/Certified2021/status/1370709141388410880,False,,1,https://pbs.twimg.com/media/EwW8qJlW8AAmpA4.jpg,,,,,,,[],,,,
1370701186404339714,1370701186404339714,"2021-03-13 12:40:03 Paris, Madrid",2021-03-13,12:40:03,+0100,20308158,greenparentmag,The Green Parent,,Why Women Centred Birth Matters -  https://t.co/oFkIOxVup1 #greenparentmag #birth #pregnancy #womancentredbirth #empowering #birthsupport #villagebirth,en,[],['https://ift.tt/38AANXa'],[],0,0,1,"['greenparentmag', 'birth', 'pregnancy', 'womancentredbirth', 'empowering', 'birthsupport', 'villagebirth']",[],https://twitter.com/greenparentmag/status/1370701186404339714,False,,0,,,,,,,,[],,,,
1370686283606024192,1370686283606024192,"2021-03-13 11:40:50 Paris, Madrid",2021-03-13,11:40:50,+0100,1270286694798024704,simpleisbeau,Simpleisbeautifulphotography,,John Thomas Wood  #johnthomaswood #green #life #birth #fig #photography #art #photographer #photogallery #nature #beautiful #love #travel #macro #macrophotography  #reflection #shadow #light #detail  #minimalism #simple #portrait #simpleisbeautifulphotography  https://t.co/gZfN1KFPUn,en,[],[],['https://pbs.twimg.com/media/EwWn6M7XMAIq58Z.jpg'],0,0,1,"['johnthomaswood', 'green', 'life', 'birth', 'fig', 'photography', 'art', 'photographer', 'photogallery', 'nature', 'beautiful', 'love', 'travel', 'macro', 'macrophotography', 'reflection', 'shadow', 'light', 'detail', 'minimalism', 'simple', 'portrait', 'simpleisbeautifulphotography']",[],https://twitter.com/simpleisbeau/status/1370686283606024192,False,,1,https://pbs.twimg.com/media/EwWn6M7XMAIq58Z.jpg,,,,,,,[],,,,
1370669641626947589,1370669641626947589,"2021-03-13 10:34:43 Paris, Madrid",2021-03-13,10:34:43,+0100,1365347698497454080,glinda_of,Glinda The Witch Of The North,,This is such a good compilation on the topic of #mothererasure #birth #breastfeeding #woman,en,[],[],[],1,1,2,"['mothererasure', 'birth', 'breastfeeding', 'woman']",[],https://twitter.com/glinda_of/status/1370669641626947589,False,https://twitter.com/nic_jameson/status/1272428184336691201,0,,,,,,,,[],,,,
1370665746645221376,1370665746645221376,"2021-03-13 10:19:14 Paris, Madrid",2021-03-13,10:19:14,+0100,1210986169824997377,gzzyzyx,GenevieveZzyzyx,,Placentas are so cool!  Women’s bodies LITERALLY have  an organ that makes organs!  No wonder everybody  wants to control us.   #ChurchOfWomen  #Doula #birth,en,[],[],[],0,0,1,"['churchofwomen', 'doula', 'birth']",[],https://twitter.com/GZzyzyx/status/1370665746645221376,False,,0,,,,,,,,[],,,,
1370657384381702144,1370657384381702144,"2021-03-13 09:46:00 Paris, Madrid",2021-03-13,09:46:00,+0100,3012444183,jackiemcsharry1,Celtic Warrior,,#MothersDay  #racism  #NHS  #UK  #birth  #pregnancy  #SaturdayMorning  #SaturdayThoughts,und,[],[],[],0,0,0,"['mothersday', 'racism', 'nhs', 'uk', 'birth', 'pregnancy', 'saturdaymorning', 'saturdaythoughts']",[],https://twitter.com/jackiemcsharry1/status/1370657384381702144,False,https://twitter.com/MetroOpinion/status/1370474678716755968,0,,,,,,,,[],,,,
1370639011618955265,1370639011618955265,"2021-03-13 08:33:00 Paris, Madrid",2021-03-13,08:33:00,+0100,53003701,sillymickel,Mickel Adzema,,"WDC 18/76 We are at war with anything (bugs, dirt, creepy crawlies, slimy snakes &amp; lizards) that reminds us of those irritating prenatal times; we do not want to be “bugged.” &amp; if we are, it can send some of us into a fury...or a terror   https://t.co/YVxhFUlmkD #psychology #birth",en,[],['https://sillymickel.blogspot.com/2019/08/1st-half-wdc-parts-one-to-three_86.html'],[],0,0,1,"['psychology', 'birth']",[],https://twitter.com/sillymickel/status/1370639011618955265,False,,0,,,,,,,,[],,,,
1370631996989440000,1370631996989440000,"2021-03-13 08:05:07 Paris, Madrid",2021-03-13,08:05:07,+0100,127297106,thingsaboutgod,Things About God,,GROWING HEALTHY BABIES There's No Second Chance! ▸ https://t.co/1xFxSRfV6K | #birth #pregnant family,en,[],['http://dld.bz/dt8CP'],[],0,1,0,"['birth', 'pregnant']",[],https://twitter.com/ThingsAboutGod/status/1370631996989440000,False,,0,,,,,,,,[],,,,
1370621429822160901,1370621429822160901,"2021-03-13 07:23:08 Paris, Madrid",2021-03-13,07:23:08,+0100,2472455929,oheraldogoa,Herald Goa,,Rich tributes to first Chief Minister Bandodkar on birth anniversary . .  https://t.co/LwAHayVzkk  #TodayInHerald #Goanews #Goa #Rich #tributes #CM @DrPramodPSawant  @digambarkamat #DayanandBandodkar #birth #anniversary,en,"[{'screen_name': 'drpramodpsawant', 'name': 'dr. pramod sawant', 'id': '785783685937295360'}, {'screen_name': 'digambarkamat', 'name': 'digambar kamat', 'id': '700386453944139776'}]",['https://www.heraldgoa.in/Goa/Rich-tributes-to-first-Chief-Minister-Bandodkar-on-birth-anniversary/172177'],[],0,0,2,"['todayinherald', 'goanews', 'goa', 'rich', 'tributes', 'cm', 'dayanandbandodkar', 'birth', 'anniversary']",[],https://twitter.com/oheraldogoa/status/1370621429822160901,False,,0,,,,,,,,[],,,,
1370615186185351169,1370615186185351169,"2021-03-13 06:58:19 Paris, Madrid",2021-03-13,06:58:19,+0100,135518603,dai_sub30,untitledのDi-sK,,#ふりりば オープンしてます  このあとは #BIRTH と #あんたい ？B2B…？  https://t.co/fJwK58R93u,ja,[],[],['https://pbs.twimg.com/media/EwVnPQNVkAA9DON.jpg'],0,0,4,"['ふりりば', 'birth', 'あんたい']",[],https://twitter.com/dai_sub30/status/1370615186185351169,False,,1,https://pbs.twimg.com/media/EwVnPQNVkAA9DON.jpg,,,,,,,[],,,,
1370614490950103042,1370614490950103042,"2021-03-13 06:55:34 Paris, Madrid",2021-03-13,06:55:34,+0100,199777510,jpcoolboy,△▼じゅんぺっぺ太郎丸▲▽,,この後15時からTrimで #BIRTH #あんたい でBTOBやります～ 観てね！ #ふりりば,ja,[],[],[],0,0,0,"['birth', 'あんたい', 'ふりりば']",[],https://twitter.com/jpcoolboy/status/1370614490950103042,False,,0,,,,,,,,[],,,,
1370610382897700867,1370610382897700867,"2021-03-13 06:39:14 Paris, Madrid",2021-03-13,06:39:14,+0100,1349637612420571136,0to9clinic,0 to 9 Women's Care & Fertility Center,,"The first few weeks after giving birth can be tiresome.But with these tips, it will be easy for a mother to adjust to a new routine.  #0to9 #0to9care #0to9clinic #postpregnancy #motherhood #momlife #breastfeeding #baby #postpartumbody #newborn #postpartumjourney #birth  https://t.co/CIKxCtxKZz",en,[],[],['https://pbs.twimg.com/media/EwVi3tXVkAEnpiB.jpg'],0,0,1,"['0to9', '0to9care', '0to9clinic', 'postpregnancy', 'motherhood', 'momlife', 'breastfeeding', 'baby', 'postpartumbody', 'newborn', 'postpartumjourney', 'birth']",[],https://twitter.com/0to9clinic/status/1370610382897700867,False,,1,https://pbs.twimg.com/media/EwVi3tXVkAEnpiB.jpg,,,,,,,[],,,,
